id,Number,sentiment,text
626,2656,0,"AttributeError: 'module' object has no attribute 'data' . import os                                                                                                                                                                                                   
import numpy as np
import cPickle
import torch
import torchvision
import gzip
class YT8M(torch.utils.data.Dataset):
  def __init__(self, data_dir):
    self.data_dir = data_dir
    self.file_list = os.listdir(data_dir)

AttributeError: 'module' object has no attribute 'data' 

Why is there no attribute 'data'?
"
640,2404,0,"Advanced Indexing issues. There seem to be issues with corner cases where  or  fails if  is 2 or 1 dimensional resp. In other words, an unnecessary trailing  causes failures, while it doesn't in numpy.

MWE is here: https://gist.github.com/arunmallya/23457765e37faf8932da9276e2b449a8"
562,566,0,"rebuild pip wheels with manylinux. For install instructions please go to http://pytorch.org

This is needed to work across many different linux distros, new and old.

manylinux will build the wheel on a CentOS5 (yes!) Docker machine."
138,31095,0,"pin_memory stuck in DDP/Reducer constructor. ### Problem

@baobablyh  @pietern and I are working on PR #28883. We are trying to create pinned memory tensors in Reducer constructor:


https://github.com/pytorch/pytorch/blob/4902a08e44e1e8dbcced99b9c18321cf9bb644d5/torch/csrc/distributed/c10d/reducer.cpp#L113-L116

However, we observed that, one of the process created the pinned memory tensor successfully, but another process stuck at the line above. More specifically, it stuck when creating the pinned memory storage (stack traces are attached at the end)

https://github.com/pytorch/pytorch/blob/4902a08e44e1e8dbcced99b9c18321cf9bb644d5/aten/src/ATen/native/Memory.cpp#L24

@baobablyh also discovered that, when adding 3 seconds sleep time after the Reducer constructioin, this problem disappear. So, the symptom likes like something is not ready. It might be caused by invoking async copy in one process while another process has an unready the pinned memory tensor (not sure).

@ngimel @mruberry Do you know what could cause this problem? Or is there any way to synchronize until the pinned memory is ready?

### Reproduce

1. fetch #28883
2. comment out the  in 
 https://github.com/pytorch/pytorch/blob/4902a08e44e1e8dbcced99b9c18321cf9bb644d5/torch/nn/parallel/distributed.py#L308-L310
3. run 

### Trace

Process 1



Process 2



### Environment



cc @ezyang @gchanan @zou3519 @ngimel @pietern @mrshenli @pritamdamania87 @zhaojuanmao @satgera @rohan-varma @gqchen @aazzolini @xush6528"
408,15544,0,"python api ok but c++ api bad. ## ❓ Questions and Help

### Please note that this issue tracker is not a help form and this issue will be closed.

We have a set of [listed resources available on the website](https://pytorch.org/resources). Our primary means of support is our discussion forum:

- [Discussion Forum](https://discuss.pytorch.org/)

i build pytorch v1 source code in a docker container without gpu, but has cuda.
commit and save to a docker image.
run this docker image on another machine with GPU, occur below:
 pytorch python api is ok:
![image](https://user-images.githubusercontent.com/17922949/50450451-20526e80-0969-11e9-8158-029ae2700ff5.png)
but pytorch c++ api is bad:
![image](https://user-images.githubusercontent.com/17922949/50450462-32cca800-0969-11e9-9701-fea278df8f1f.png)


gcc version : 4.8.4
cuda : 9.0.176
nvidia driver : 384.81
cudnn : 7.0.3

why ? hope to get help!

  


"
122,17484,0,"Parameter not registering if .to(device) is used. ## 🐛 Bug

During instantiation of a custom module, parameters do not register if they are initialized with a .to('cuda') function call on the parameter level. 

## To Reproduce



On the other hand, if the .to('cuda') is called on the wrapped tensor, everything works as expected.




OS: Ubuntu 16.04.5 LTS
GCC version: (Ubuntu 5.4.0-6ubuntu1~16.04.11) 5.4.0 20160609
CMake version: Could not collect

Python version: 3.5
Is CUDA available: N/A
CUDA runtime version: 7.5.17
GPU models and configuration: GPU 0: GeForce GTX 1070
Nvidia driver version: 384.130
cuDNN version: Could not collect

Versions of relevant libraries:
[pip] msgpack-numpy==0.4.1
[pip] numpy==1.13.3
[pip] torch==1.0.0
[pip] torchvision==0.2.1
[conda] Could not collect

"
65,18786,1,"tensor.cuda() is slow after invoking model(input) and loss.backward(). ## ❓ Questions and Help

### I'm trying to test the costing of time in the main procedures in train-step, in order to accelerate my training. Then I found that  become slow after executing  and 
Here are the codes and the results with only load batch from dataloader and convert it to cuda:

    for i, (b, target) in enumerate(train_loader):
        start = time.time()
        target_cuda = target.cuda()
        input = b.cuda().half()
        now = time.time()
        cost = now - start
        print(cost)
        # output = model(input)
        # loss = criterion(output[0], target_cuda)
        # loss.backward()model(input)loss.backward()torch.cuda.synchronize().cuda()backward().`
- [Discussion Forum](https://discuss.pytorch.org/)
"
81,22961,1,"performance much worse on 2080ti than 1080ti. ## 🐛 Bug

I have a model that I have historically trained on 1080ti, and recently I discovered that the training speed is much worse (almost 2x slower) on 2080ti. The rest of the setup (nvidia driver  + cpu + networking) is the same between the two.

I profiled my script using , and discovered that on the 2080ti, way too much time (~70%) is spent in this function:


Any ideas what the problem could be?
I have attached the two profiles in case they are helpful.
[1080ti.log](https://github.com/pytorch/pytorch/files/3400744/1080ti.log)
[2080ti.log](https://github.com/pytorch/pytorch/files/3400745/2080ti.log)

 - PyTorch Version (e.g., 1.0): 1.1.0
 - OS (e.g., Linux): Ubuntu 16.04
 - How you installed PyTorch (, , source): pip
 - Build command you used (if compiling from source):
 - Python version: 3.6
 - CUDA/cuDNN version: 10.0 / 7.4
 - GPU models and configuration: 1080ti + 2080ti, nvidia driver 410.78
 - Any other relevant information:
"
605,28795,0,"Getting Build Error. I am building PyTorch and I am getting the following error. Would be great to know how to fix it.

Thank you

"
314,10170,0,"build error. ## Issue description
Failed to build the caffe2

## Code example

CMake 3.11.3

## System Info
- Caffe2:

******** Summary ********
General:
  CMake version         : 3.11.3
  CMake command         : C:/Program Files/CMake/bin/cmake.exe
  Git version           : v0.1.11-9628-gf908b2b91-dirty
  System                : Windows
  C++ compiler          : C:/Program Files (x86)/Microsoft Visual Studio 14.0/VC/bin/x86_amd64/cl.exe
  C++ compiler version  : 19.0.24215.1
  BLAS                  : Eigen
  CXX flags             : /DWIN32 /D_WINDOWS /W3 /GR /EHsc -DONNX_NAMESPACE=onnx_c2 /MP /bigobj
  Build type            : Release
  Compile definitions   : 
  CMAKE_PREFIX_PATH     : 
  CMAKE_INSTALL_PREFIX  : C:/dev/pytorch/build/install

  BUILD_CAFFE2          : ON
  BUILD_ATEN            : OFF
  BUILD_BINARY          : ON
  BUILD_CUSTOM_PROTOBUF : ON
    Link local protobuf : ON
  BUILD_DOCS            : OFF
  BUILD_PYTHON          : OFF
  BUILD_SHARED_LIBS     : ON
  BUILD_TEST            : OFF
  USE_ASAN              : OFF
  USE_ATEN              : OFF
  USE_CUDA              : ON
    CUDA static link    : OFF
    USE_CUDNN           : ON
    CUDA version        : 8.0
    cuDNN version       : 7.0.5
    CUDA root directory : C:/Program Files/NVIDIA GPU Computing Toolkit/CUDA/v8.0
    CUDA library        : C:/Program Files/NVIDIA GPU Computing Toolkit/CUDA/v8.0/lib/x64/cuda.lib
    cudart library      : C:/Program Files/NVIDIA GPU Computing Toolkit/CUDA/v8.0/lib/x64/cudart_static.lib
    cublas library      : C:/Program Files/NVIDIA GPU Computing Toolkit/CUDA/v8.0/lib/x64/cublas.lib;C:/Program Files/NVIDIA GPU Computing Toolkit/CUDA/v8.0/lib/x64/cublas_device.lib
    cufft library       : C:/Program Files/NVIDIA GPU Computing Toolkit/CUDA/v8.0/lib/x64/cufft.lib
    curand library      : C:/Program Files/NVIDIA GPU Computing Toolkit/CUDA/v8.0/lib/x64/curand.lib
    cuDNN library       : C:/Program Files/NVIDIA GPU Computing Toolkit/CUDA/v8.0/lib/x64/cudnn.lib
    nvrtc               : C:/Program Files/NVIDIA GPU Computing Toolkit/CUDA/v8.0/lib/x64/nvrtc.lib
    CUDA include path   : C:/Program Files/NVIDIA GPU Computing Toolkit/CUDA/v8.0/include
    NVCC executable     : C:/Program Files/NVIDIA GPU Computing Toolkit/CUDA/v8.0/bin/nvcc.exe
    CUDA host compiler  : $(VCInstallDir)bin
    USE_TENSORRT        : OFF
  USE_ROCM              : OFF
  USE_EIGEN_FOR_BLAS    : ON
  USE_FFMPEG            : OFF
  USE_GFLAGS            : ON
  USE_GLOG              : ON
  USE_GLOO              : OFF
  USE_LEVELDB           : OFF
  USE_LITE_PROTO        : OFF
  USE_LMDB              : OFF
  USE_METAL             : OFF
  USE_MKL               : 
  USE_MOBILE_OPENGL     : OFF
  USE_MPI               : OFF
  USE_NCCL              : OFF
  USE_NERVANA_GPU       : OFF
  USE_NNPACK            : OFF
  USE_OBSERVERS         : OFF
  USE_OPENCL            : OFF
  USE_OPENCV            : OFF
  USE_OPENMP            : OFF
  USE_PROF              : OFF
  USE_REDIS             : OFF
  USE_ROCKSDB           : OFF
  USE_ZMQ               : OFF
  Public Dependencies  : Threads::Threads;gflags;glog::glog
  Private Dependencies : cpuinfo;onnxifi_loader
Configuring done
Generating done
"
728,10690,0,non-blocking cuda2cpu copy shouldn't require contiguity
373,14996,0,"as_tensor does not use the device of the default tensor type. ## 🐛 Bug

According to the [doc](https://pytorch.org/docs/stable/torch.html?highlight=torch%20as_tensor#torch.as_tensor) for , the input should be copied to a cuda device if the default tensor type is a cuda tensor. 

> Default: if None, uses the current device for the default tensor type (see torch.set_default_tensor_type()). device will be the CPU for CPU tensor types and the current CUDA device for CUDA tensor types.

It does copy to cuda device if the input is a numpy array, but not if the input is a cpu tensor. 

## To Reproduce

Steps to reproduce the behavior:



## Expected behavior

The device should be the 'cuda' device in both cases.

## Environment

PyTorch version: 1.0.0
Is debug build: No
CUDA used to build PyTorch: 9.0.176

OS: Ubuntu 18.04.1 LTS
GCC version: (Ubuntu 7.3.0-27ubuntu1~18.04) 7.3.0
CMake version: version 3.10.2

Python version: 3.7
Is CUDA available: Yes
CUDA runtime version: Could not collect
GPU models and configuration:
GPU 0: GeForce GTX 1070
GPU 1: GeForce GTX 1080

Nvidia driver version: 390.77
cuDNN version: Could not collect

Versions of relevant libraries:
[pip] Could not collect
[conda] blas                      1.0                         mkl
[conda] mkl                       2018.0.3                      1
[conda] mkl_fft                   1.0.6            py37h7dd41cf_0
[conda] mkl_random                1.0.1            py37h4414c95_1
[conda] pytorch                   1.0.0           py3.7_cuda9.0.176_cudnn7.4.1_1    pytorch
[conda] torchvision               0.2.1                      py_2    pytorch



cc @ngimel @jlin27 @mruberry"
